# PWV uflux gflux rflux iflux zflux yflux
1.750000000000000000e+01 1.653572629388027136e+18 4.082616118276996301e+19 9.597488748466636390e+19 1.521416291227798077e+20 1.435740830667702764e+20 7.375894817078320333e+19
1.800000000000000000e+01 1.653572117835671296e+18 4.082555419581017293e+19 9.595996857053401907e+19 1.520160988064343327e+20 1.433479059180271206e+20 7.341001846558413619e+19
1.850000000000000000e+01 1.653571606304492800e+18 4.082494743294893261e+19 9.594509927416140595e+19 1.518918743085399736e+20 1.431252037484029379e+20 7.306877499447276339e+19
1.900000000000000000e+01 1.653571094794488832e+18 4.082434089393688576e+19 9.593027908803831398e+19 1.517689157387926897e+20 1.429058481437872947e+20 7.273489468326704742e+19
1.950000000000000000e+01 1.653570583305658624e+18 4.082373457852514304e+19 9.591550751339791974e+19 1.516471853189369364e+20 1.426897182412142346e+20 7.240807514363430502e+19
2.000000000000000000e+01 1.653570071838000384e+18 4.082312848646524928e+19 9.590078406001292083e+19 1.515266472258957476e+20 1.424767001256924283e+20 7.208803288758761062e+19
2.050000000000000000e+01 1.653569560391512576e+18 4.082252261750917530e+19 9.588610824599719117e+19 1.514072674496678789e+20 1.422666862875288535e+20 7.177450173508381901e+19
2.100000000000000000e+01 1.653569048966192896e+18 4.082191697140932608e+19 9.587147959761294131e+19 1.512890136643307438e+20 1.420595751328774062e+20 7.146723138977310310e+19
2.150000000000000000e+01 1.653568537562041088e+18 4.082131154791851622e+19 9.585689764908323635e+19 1.511718551107022684e+20 1.418552705412578345e+20 7.116598616167594394e+19
2.200000000000000000e+01 1.653568026179053824e+18 4.082070634678998630e+19 9.584236194240988774e+19 1.510557624894008525e+20 1.416536814646427156e+20 7.087054381866070016e+19
2.250000000000000000e+01 1.653567514817230848e+18 4.082010136777745203e+19 9.582787202719622758e+19 1.509407078631956808e+20 1.414547215634303222e+20 7.058069455118272922e+19
2.300000000000000000e+01 1.653567003476570368e+18 4.081949661063499776e+19 9.581342746047476531e+19 1.508266645676802048e+20 1.412583088752350659e+20 7.029624003691628134e+19
2.350000000000000000e+01 1.653566492157070592e+18 4.081889207511715840e+19 9.579902780653977600e+19 1.507136071294145331e+20 1.410643655129471877e+20 7.001699259373702349e+19
2.400000000000000000e+01 1.653565980858729728e+18 4.081828776097889485e+19 9.578467263678403379e+19 1.506015111907858186e+20 1.408728173889606451e+20 6.974277441106001101e+19
2.450000000000000000e+01 1.653565469581545984e+18 4.081768366797557760e+19 9.577036152954067354e+19 1.504903534409224684e+20 1.406835939628488131e+20 6.947341685084705587e+19
2.500000000000000000e+01 1.653564958325518080e+18 4.081707979586303590e+19 9.575609406992859136e+19 1.503801115520742523e+20 1.404966280100969349e+20 6.920875981071547597e+19
2.550000000000000000e+01 1.653564447090644992e+18 4.081647614439748403e+19 9.574186984970251469e+19 1.502707641209364808e+20 1.403118554097847501e+20 6.894865114253400474e+19
2.600000000000000000e+01 1.653563935876924160e+18 4.081587271333557043e+19 9.572768846710725018e+19 1.501622906144550748e+20 1.401292149493559624e+20 6.869294612070884966e+19
2.650000000000000000e+01 1.653563424684354816e+18 4.081526950243436134e+19 9.571354952673512653e+19 1.500546713196982108e+20 1.399486481448266138e+20 6.844150695506681856e+19
2.700000000000000000e+01 1.653562913512934912e+18 4.081466651145132442e+19 9.569945263938805760e+19 1.499478872974268170e+20 1.397700990749671916e+20 6.819420234384882893e+19
2.750000000000000000e+01 1.653562402362662400e+18 4.081406374014438605e+19 9.568539742194286592e+19 1.498419203390332928e+20 1.395935142281565798e+20 6.795090706285134643e+19
2.800000000000000000e+01 1.653561891233536768e+18 4.081346118827184947e+19 9.567138349722025984e+19 1.497367529265529160e+20 1.394188423607463281e+20 6.771150158720875725e+19
2.850000000000000000e+01 1.653561380125555200e+18 4.081285885559245210e+19 9.565741049385725133e+19 1.496323681954826158e+20 1.392460343658981458e+20 6.747587174270529536e+19
2.900000000000000000e+01 1.653560869038717184e+18 4.081225674186537370e+19 9.564347804618301440e+19 1.495287499001688556e+20 1.390750431519652250e+20 6.724390838384951296e+19
2.950000000000000000e+01 1.653560357973020928e+18 4.081165484685014630e+19 9.562958579409797120e+19 1.494258823815485522e+20 1.389058235295850004e+20 6.701550709624710758e+19
3.000000000000000000e+01 1.653559846928464640e+18 4.081105317030678528e+19 9.561573338295595827e+19 1.493237505370505871e+20 1.387383321067349606e+20 6.679056792107063706e+19
3.050000000000000000e+01 1.653559335905046272e+18 4.081045171199565005e+19 9.560192046344966963e+19 1.492223397924814193e+20 1.385725271910777324e+20 6.656899509965760922e+19
3.100000000000000000e+01 1.653558824902764800e+18 4.080985047167755878e+19 9.558814669149880320e+19 1.491216360757364654e+20 1.384083686989880361e+20 6.635069683647246336e+19
3.150000000000000000e+01 1.653558313921618432e+18 4.080924944911373926e+19 9.557441172814138573e+19 1.490216257921937900e+20 1.382458180707135488e+20 6.613558507884749619e+19
3.200000000000000000e+01 1.653557802961605376e+18 4.080864864406578790e+19 9.556071523942760448e+19 1.489222958016589005e+20 1.380848381911728947e+20 6.592357531207808614e+19
3.250000000000000000e+01 1.653557292022724352e+18 4.080804805629576806e+19 9.554705689631678464e+19 1.488236333967424225e+20 1.379253933159415972e+20 6.571458636858680115e+19
3.300000000000000000e+01 1.653556781104973824e+18 4.080744768556611994e+19 9.553343637457633280e+19 1.487256262825622897e+20 1.377674490020185702e+20 6.550854024999842611e+19
3.350000000000000000e+01 1.653556270208352512e+18 4.080684753163967693e+19 9.551985335468397363e+19 1.486282625576720466e+20 1.376109720430018232e+20 6.530536196107662950e+19
3.400000000000000000e+01 1.653555759332857856e+18 4.080624759427971482e+19 9.550630752173211648e+19 1.485315306961251205e+20 1.374559304083368018e+20 6.510497935457410253e+19
3.450000000000000000e+01 1.653555248478488832e+18 4.080564787324989440e+19 9.549279856533449933e+19 1.484354195305931407e+20 1.373022931863305912e+20 6.490732298613533082e+19
3.500000000000000000e+01 1.653554737645243392e+18 4.080504836831427789e+19 9.547932617953563443e+19 1.483399182364624486e+20 1.371500305306504724e+20 6.471232597847049830e+19
3.550000000000000000e+01 1.653554226833120512e+18 4.080444907923733709e+19 9.546589006272182682e+19 1.482450163168403784e+20 1.369991136100524687e+20 6.451992389408962970e+19
3.600000000000000000e+01 1.653553716042118912e+18 4.080385000578393702e+19 9.545248991753533850e+19 1.481507035884083282e+20 1.368495145611042652e+20 6.433005461594991002e+19
3.650000000000000000e+01 1.653553205272235776e+18 4.080325114771939328e+19 9.543912545078974874e+19 1.480569701680621814e+20 1.367012064436896236e+20 6.414265823542561178e+19
3.700000000000000000e+01 1.653552694523470848e+18 4.080265250480934093e+19 9.542579637338814874e+19 1.479638064602881393e+20 1.365541631990962913e+20 6.395767694706167808e+19
3.750000000000000000e+01 1.653552183795821824e+18 4.080205407681988198e+19 9.541250240024292557e+19 1.478712031452238971e+20 1.364083596105083453e+20 6.377505494961814733e+19
3.800000000000000000e+01 1.653551673089286656e+18 4.080145586351750349e+19 9.539924325019751219e+19 1.477791511673601720e+20 1.362637712657360323e+20 6.359473835295431885e+19
3.850000000000000000e+01 1.653551162403865088e+18 4.080085786466906112e+19 9.538601864595046400e+19 1.476876417248403456e+20 1.361203745220320788e+20 6.341667509033896346e+19
3.900000000000000000e+01 1.653550651739554304e+18 4.080026008004185293e+19 9.537282831398089523e+19 1.475966662593204716e+20 1.359781464728524390e+20 6.324081483580761702e+19
3.950000000000000000e+01 1.653550141096353536e+18 4.079966250940353741e+19 9.535967198447597978e+19 1.475062164463529656e+20 1.358370649164338299e+20 6.306710892621787955e+19
4.000000000000000000e+01 1.653549630474259712e+18 4.079906515252217446e+19 9.534654939126025421e+19 1.474162841862613565e+20 1.356971083260671427e+20 6.289551028768285491e+19
4.050000000000000000e+01 1.653549119873273600e+18 4.079846800916626637e+19 9.533346027172632986e+19 1.473268615954760008e+20 1.355582558219580375e+20 6.272597336608719667e+19
4.100000000000000000e+01 1.653548609293391616e+18 4.079787107910463488e+19 9.532040436676768563e+19 1.472379409983015977e+20 1.354204871445710930e+20 6.255845406141413786e+19
4.150000000000000000e+01 1.653548098734613760e+18 4.079727436210656051e+19 9.530738142071267328e+19 1.471495149190906511e+20 1.352837826293651866e+20 6.239290966563262464e+19
4.200000000000000000e+01 1.653547588196936960e+18 4.079667785794165146e+19 9.529439118126039040e+19 1.470615760747982684e+20 1.351481231828307968e+20 6.222929880391300710e+19
4.250000000000000000e+01 1.653547077680359936e+18 4.079608156637998285e+19 9.528143339941781504e+19 1.469741173678961951e+20 1.350134902597502894e+20 6.206758137895715635e+19
4.300000000000000000e+01 1.653546567184881920e+18 4.079548548719198208e+19 9.526850782943870976e+19 1.468871318796239995e+20 1.348798658416042967e+20 6.190771851824504832e+19
4.350000000000000000e+01 1.653546056710500352e+18 4.079488962014846157e+19 9.525561422876359066e+19 1.468006128635583529e+20 1.347472324160559677e+20 6.174967252401438720e+19
4.400000000000000000e+01 1.653545546257214464e+18 4.079429396502062694e+19 9.524275235796154778e+19 1.467145537394822840e+20 1.346155729574473073e+20 6.159340682580340736e+19
4.450000000000000000e+01 1.653545035825021952e+18 4.079369852158006886e+19 9.522992198067301581e+19 1.466289480875367137e+20 1.344848709082479329e+20 6.143888593539897754e+19
4.500000000000000000e+01 1.653544525413922048e+18 4.079310328959879578e+19 9.521712286355406848e+19 1.465437896426389504e+20 1.343551101614001193e+20 6.128607540404417331e+19
4.550000000000000000e+01 1.653544015023912192e+18 4.079250826884916838e+19 9.520435477622202368e+19 1.464590722891528110e+20 1.342262750435078308e+20 6.113494178176847053e+19
4.600000000000000000e+01 1.653543504654991616e+18 4.079191345910394061e+19 9.519161749120217907e+19 1.463747900557969490e+20 1.340983502988207063e+20 6.098545257871502541e+19
4.650000000000000000e+01 1.653542994307158272e+18 4.079131886013627597e+19 9.517891078387595674e+19 1.462909371107777741e+20 1.339713210739687916e+20 6.083757622834665882e+19
4.700000000000000000e+01 1.653542483980410880e+18 4.079072447171968205e+19 9.516623443242996531e+19 1.462075077571353805e+20 1.338451729034040607e+20 6.069128205242133709e+19
4.750000000000000000e+01 1.653541973674747392e+18 4.079013029362809242e+19 9.515358821780637286e+19 1.461244964282910966e+20 1.337198916955103560e+20 6.054654022763460198e+19
4.800000000000000000e+01 1.653541463390166272e+18 4.078953632563580109e+19 9.514097192365449216e+19 1.460418976837850726e+20 1.335954637193443738e+20 6.040332175383404544e+19
4.850000000000000000e+01 1.653540953126666752e+18 4.078894256751747891e+19 9.512838533628323430e+19 1.459597062051953705e+20 1.334718755919729295e+20 6.026159842371672474e+19
4.900000000000000000e+01 1.653540442884246272e+18 4.078834901904818176e+19 9.511582824461487309e+19 1.458779167922277745e+20 1.333491142663741768e+20 6.012134279392613990e+19
4.950000000000000000e+01 1.653539932662903808e+18 4.078775568000336691e+19 9.510330044013962854e+19 1.457965243589687378e+20 1.332271670198727475e+20 5.998252815747151462e+19
5.000000000000000000e+01 1.653539422462637312e+18 4.078716255015884390e+19 9.509080171687126630e+19 1.457155239302918963e+20 1.331060214430797824e+20 5.984512851739649638e+19
5.050000000000000000e+01 1.653538912283445504e+18 4.078656962929082368e+19 9.507833187130402406e+19 1.456349106384116449e+20 1.329856654293119140e+20 5.970911856162938880e+19
5.100000000000000000e+01 1.653538402125326848e+18 4.078597691717586944e+19 9.506589070236989850e+19 1.455546797195754865e+20 1.328660871644637102e+20 5.957447363895091200e+19
5.150000000000000000e+01 1.653537891988279296e+18 4.078538441359094579e+19 9.505347801139740672e+19 1.454748265108889436e+20 1.327472751173098701e+20 5.944116973602031206e+19
5.200000000000000000e+01 1.653537381872301568e+18 4.078479211831337779e+19 9.504109360207103590e+19 1.453953464472658412e+20 1.326292180302158397e+20 5.930918345540328653e+19
5.250000000000000000e+01 1.653536871777392896e+18 4.078420003112087552e+19 9.502873728039133184e+19 1.453162350584987648e+20 1.325119049102354514e+20 5.917849199454964941e+19
5.300000000000000000e+01 1.653536361703550720e+18 4.078360815179153408e+19 9.501640885463639654e+19 1.452374879664429957e+20 1.323953250205763502e+20 5.904907312567109222e+19
5.350000000000000000e+01 1.653535851650773504e+18 4.078301648010379264e+19 9.500410813532389376e+19 1.451591008823091855e+20 1.322794678724146627e+20 5.892090517647283814e+19
5.400000000000000000e+01 1.653535341619059712e+18 4.078242501583649997e+19 9.499183493517348045e+19 1.450810696040592835e+20 1.321643232170419323e+20 5.879396701169565696e+19
5.450000000000000000e+01 1.653534831608407296e+18 4.078183375876883251e+19 9.497958906907108966e+19 1.450033900139010621e+20 1.320498810383276114e+20 5.866823801542714982e+19
5.500000000000000000e+01 1.653534321618816000e+18 4.078124270868040090e+19 9.496737035403272192e+19 1.449260580758763110e+20 1.319361315454821335e+20 5.854369807414385050e+19
5.550000000000000000e+01 1.653533811650283520e+18 4.078065186535113523e+19 9.495517860917002240e+19 1.448490698335388631e+20 1.318230651661058376e+20 5.842032756044779520e+19
5.600000000000000000e+01 1.653533301702807808e+18 4.078006122856133427e+19 9.494301365565598925e+19 1.447724214077184737e+20 1.317106725395101123e+20 5.829810731746335949e+19
5.650000000000000000e+01 1.653532791776387328e+18 4.077947079809168998e+19 9.493087531669177958e+19 1.446961089943655547e+20 1.315989445102978662e+20 5.817701864386211840e+19
5.700000000000000000e+01 1.653532281871021312e+18 4.077888057372327936e+19 9.491876341747367936e+19 1.446201288624746332e+20 1.314878721221913969e+20 5.805704327948537856e+19
5.750000000000000000e+01 1.653531771986707968e+18 4.077829055523749888e+19 9.490667778516144947e+19 1.445444773520819159e+20 1.313774466120955658e+20 5.793816339153551360e+19
5.800000000000000000e+01 1.653531262123445248e+18 4.077770074241615462e+19 9.489461824884685210e+19 1.444691508723345654e+20 1.312676594043859763e+20 5.782036156130932326e+19
5.850000000000000000e+01 1.653530752281231616e+18 4.077711113504138854e+19 9.488258463952283238e+19 1.443941458996272988e+20 1.311585021054113382e+20 5.770362077144752128e+19
5.900000000000000000e+01 1.653530242460065280e+18 4.077652173289574400e+19 9.487057679005366682e+19 1.443194589758052106e+20 1.310499664982009283e+20 5.758792439367635763e+19
5.950000000000000000e+01 1.653529732659945472e+18 4.077593253576207565e+19 9.485859453514547200e+19 1.442450867064280351e+20 1.309420445373670851e+20 5.747325617701857690e+19
6.000000000000000000e+01 1.653529222880869888e+18 4.077534354342366413e+19 9.484663771131720499e+19 1.441710257590949151e+20 1.308347283441949409e+20 5.735960023645190554e+19
6.050000000000000000e+01 1.653528713122837504e+18 4.077475475566410138e+19 9.483470615687248282e+19 1.440972728618256302e+20 1.307280102019098051e+20 5.724694104199466189e+19
6.100000000000000000e+01 1.653528203385846528e+18 4.077416617226738893e+19 9.482279971187207373e+19 1.440238248014973338e+20 1.306218825511161037e+20 5.713526340819940147e+19
6.150000000000000000e+01 1.653527693669894656e+18 4.077357779301783142e+19 9.481091821810648678e+19 1.439506784223332762e+20 1.305163379853987676e+20 5.702455248403577242e+19
6.200000000000000000e+01 1.653527183974981632e+18 4.077298961770015130e+19 9.479906151906949530e+19 1.438778306244421386e+20 1.304113692470807429e+20 5.691479374314570547e+19
6.250000000000000000e+01 1.653526674301104128e+18 4.077240164609939866e+19 9.478722945993210266e+19 1.438052783624056013e+20 1.303069692231303987e+20 5.680597297445407130e+19
6.300000000000000000e+01 1.653526164648262656e+18 4.077181387800098406e+19 9.477542188751708160e+19 1.437330186439124255e+20 1.302031309412112302e+20 5.669807627311938765e+19
6.350000000000000000e+01 1.653525655016454144e+18 4.077122631319070310e+19 9.476363865027361178e+19 1.436610485284364780e+20 1.300998475658689577e+20 5.659109003180977357e+19
6.400000000000000000e+01 1.653525145405677056e+18 4.077063895145468723e+19 9.475187959825322803e+19 1.435893651259581563e+20 1.299971123948495831e+20 5.648500093228999475e+19
6.450000000000000000e+01 1.653524635815930880e+18 4.077005179257941197e+19 9.474014458308532634e+19 1.435179655957262664e+20 1.298949188555433574e+20 5.637979593730612429e+19
6.500000000000000000e+01 1.653524126247213056e+18 4.076946483635173786e+19 9.472843345795376742e+19 1.434468471450595492e+20 1.297932605015490396e+20 5.627546228275565363e+19
6.550000000000000000e+01 1.653523616699522048e+18 4.076887808255887770e+19 9.471674607757375898e+19 1.433760070281859236e+20 1.296921310093538263e+20 5.617198747013018419e+19
6.600000000000000000e+01 1.653523107172856064e+18 4.076829153098838016e+19 9.470508229816906547e+19 1.433054425451181507e+20 1.295915241751242670e+20 5.606935925922000896e+19
6.650000000000000000e+01 1.653522597667214848e+18 4.076770518142817075e+19 9.469344197744985702e+19 1.432351510405645435e+20 1.294914339116031836e+20 5.596756566106923008e+19
6.700000000000000000e+01 1.653522088182595328e+18 4.076711903366648627e+19 9.468182497459083674e+19 1.431651299028731494e+20 1.293918542451092357e+20 5.586659493117118874e+19
6.750000000000000000e+01 1.653521578718996736e+18 4.076653308749198950e+19 9.467023115020985958e+19 1.430953765630086185e+20 1.292927793126337905e+20 5.576643556289438515e+19
6.800000000000000000e+01 1.653521069276417280e+18 4.076594734269362995e+19 9.465866036634692813e+19 1.430258884935596114e+20 1.291942033590326559e+20 5.566707628112927949e+19
6.850000000000000000e+01 1.653520559854855168e+18 4.076536179906070938e+19 9.464711248644351590e+19 1.429566632077769114e+20 1.290961207343076311e+20 5.556850603614746214e+19
6.900000000000000000e+01 1.653520050454309120e+18 4.076477645638293914e+19 9.463558737532254618e+19 1.428876982586399785e+20 1.289985258909755638e+20 5.547071399766413312e+19
6.950000000000000000e+01 1.653519541074777344e+18 4.076419131445033370e+19 9.462408489916837069e+19 1.428189912379513078e+20 1.289014133815204741e+20 5.537368954909614899e+19
7.000000000000000000e+01 1.653519031716258560e+18 4.076360637305325158e+19 9.461260492550732186e+19 1.427505397754578371e+20 1.288047778559260262e+20 5.527742228200780595e+19
7.050000000000000000e+01 1.653518522378750464e+18 4.076302163198243635e+19 9.460114732318887117e+19 1.426823415379977667e+20 1.287086140592856269e+20 5.518190199073684685e+19
7.100000000000000000e+01 1.653518013062252544e+18 4.076243709102891827e+19 9.458971196236642714e+19 1.426143942286727578e+20 1.286129168294866125e+20 5.508711866719386010e+19
7.150000000000000000e+01 1.653517503766762752e+18 4.076185274998414541e+19 9.457829871447941120e+19 1.425466955860435927e+20 1.285176810949657887e+20 5.499306249582810726e+19
7.200000000000000000e+01 1.653516994492279040e+18 4.076126860863988531e+19 9.456690745223484211e+19 1.424792433833495101e+20 1.284229018725340774e+20 5.489972384875359437e+19
7.250000000000000000e+01 1.653516485238800128e+18 4.076068466678820864e+19 9.455553804958982144e+19 1.424120354277493309e+20 1.283285742652673720e+20 5.480709328102902989e+19
7.300000000000000000e+01 1.653515976006324736e+18 4.076010092422159565e+19 9.454419038173403546e+19 1.423450695595846533e+20 1.282346934604613059e+20 5.471516152608610714e+19
7.350000000000000000e+01 1.653515466794851072e+18 4.075951738073283789e+19 9.453286432507271578e+19 1.422783436516634132e+20 1.281412547276471501e+20 5.462391949130013082e+19
7.400000000000000000e+01 1.653514957604377344e+18 4.075893403611507098e+19 9.452155975720974746e+19 1.422118556085636137e+20 1.280482534166674801e+20 5.453335825369801523e+19
7.450000000000000000e+01 1.653514448434902272e+18 4.075835089016177459e+19 9.451027655693131776e+19 1.421456033659566162e+20 1.279556849558086943e+20 5.444346905579822285e+19
7.500000000000000000e+01 1.653513939286424320e+18 4.075776794266676429e+19 9.449901460418972877e+19 1.420795848899489792e+20 1.278635448499883049e+20 5.435424330157812941e+19
7.550000000000000000e+01 1.653513430158940928e+18 4.075718519342424064e+19 9.448777378008739021e+19 1.420137981764424663e+20 1.277718286789961318e+20 5.426567255256361370e+19
7.600000000000000000e+01 1.653512921052452096e+18 4.075660264222864179e+19 9.447655396686132019e+19 1.419482412505112084e+20 1.276805320957856154e+20 5.417774852403697254e+19
7.650000000000000000e+01 1.653512411966955264e+18 4.075602028887488922e+19 9.446535504786774426e+19 1.418829121657965117e+20 1.275896508248154604e+20 5.409046308135844250e+19
7.700000000000000000e+01 1.653511902902449152e+18 4.075543813315810099e+19 9.445417690756700570e+19 1.418178090039169352e+20 1.274991806604383355e+20 5.400380823639737139e+19
7.750000000000000000e+01 1.653511393858931968e+18 4.075485617487383757e+19 9.444301943150895104e+19 1.417529298738951619e+20 1.274091174653360538e+20 5.391777614406923059e+19
7.800000000000000000e+01 1.653510884836402432e+18 4.075427441381795430e+19 9.443188250631813530e+19 1.416882729115994849e+20 1.273194571689985802e+20 5.383235909897444557e+19
7.850000000000000000e+01 1.653510375834858752e+18 4.075369284978660966e+19 9.442076601967968256e+19 1.416238362792002191e+20 1.272301957662465720e+20 5.374754953213564518e+19
7.900000000000000000e+01 1.653509866854298880e+18 4.075311148257638810e+19 9.440966986032519578e+19 1.415596181646405140e+20 1.271413293157948293e+20 5.366334000782983987e+19
7.950000000000000000e+01 1.653509357894722304e+18 4.075253031198413619e+19 9.439859391801904333e+19 1.414956167811209462e+20 1.270528539388561490e+20 5.357972322051213722e+19
8.000000000000000000e+01 1.653508848956127232e+18 4.075194933780703642e+19 9.438753808354464563e+19 1.414318303665974313e+20 1.269647658177833697e+20 5.349669199182776730e+19
8.050000000000000000e+01 1.653508340038510848e+18 4.075136855984266445e+19 9.437650224869126963e+19 1.413682571832919818e+20 1.268770611947492966e+20 5.341423926770958336e+19
8.100000000000000000e+01 1.653507831141872896e+18 4.075078797788885811e+19 9.436548630624090522e+19 1.413048955172165222e+20 1.267897363704624415e+20 5.333235811555794125e+19
8.150000000000000000e+01 1.653507322266211072e+18 4.075020759174383206e+19 9.435449014995532186e+19 1.412417436777079931e+20 1.267027877029175951e+20 5.325104172150009037e+19
8.200000000000000000e+01 1.653506813411524352e+18 4.074962740120612045e+19 9.434351367456356762e+19 1.411787999969762345e+20 1.266162116061807247e+20 5.317028338772655309e+19
8.250000000000000000e+01 1.653506304577810944e+18 4.074904740607459328e+19 9.433255677574928794e+19 1.411160628296623063e+20 1.265300045492055736e+20 5.309007652990178099e+19
