# PWV uflux gflux rflux iflux zflux yflux
6.600000000000000000e+01 9.241425222422236800e+16 2.313950877336269312e+18 5.748880919540291584e+18 2.505912083467295949e+19 3.360923081122591949e+19 1.922678254682792755e+19
6.650000000000000000e+01 9.241421026057891200e+16 2.313916545354703872e+18 5.748089499490016256e+18 2.504673167460544512e+19 3.357992435057803264e+19 1.919149241355347968e+19
6.700000000000000000e+01 9.241416829870345600e+16 2.313882225170208256e+18 5.747299808348601344e+18 2.503438981958585549e+19 3.355077202250225664e+19 1.915648364511978701e+19
6.750000000000000000e+01 9.241412633859585600e+16 2.313847916770560512e+18 5.746511834804993024e+18 2.502209482228561920e+19 3.352177204349800448e+19 1.912175233609548595e+19
6.800000000000000000e+01 9.241408438025600000e+16 2.313813620143556096e+18 5.745725567673802752e+18 2.500984624260697702e+19 3.349292266290620006e+19 1.908729465935573402e+19
6.850000000000000000e+01 9.241404242368372800e+16 2.313779335277013504e+18 5.744940995893349376e+18 2.499764364751567667e+19 3.346422216208264806e+19 1.905310686400908493e+19
6.900000000000000000e+01 9.241400046887894400e+16 2.313745062158770176e+18 5.744158108523736064e+18 2.498548661087866880e+19 3.343566885359800320e+19 1.901918527339287757e+19
6.950000000000000000e+01 9.241395851584147200e+16 2.313710800776682496e+18 5.743376894744965120e+18 2.497337471330664858e+19 3.340726108046295450e+19 1.898552628313457459e+19
7.000000000000000000e+01 9.241391656457118400e+16 2.313676551118627328e+18 5.742597343855093760e+18 2.496130754200133632e+19 3.337899721537782579e+19 1.895212635927642522e+19
7.050000000000000000e+01 9.241387461506800000e+16 2.313642313172504576e+18 5.741819445268430848e+18 2.494928469060721869e+19 3.335087566000565862e+19 1.891898203646092902e+19
7.100000000000000000e+01 9.241383266733171200e+16 2.313608086926228992e+18 5.741043188513755136e+18 2.493730575906762342e+19 3.332289484426785997e+19 1.888608991617470874e+19
7.150000000000000000e+01 9.241379072136220800e+16 2.313573872367738368e+18 5.740268563232579584e+18 2.492537035348502528e+19 3.329505322566146867e+19 1.885344666504859648e+19
7.200000000000000000e+01 9.241374877715939200e+16 2.313539669484990464e+18 5.739495559177450496e+18 2.491347808598534554e+19 3.326734928859748352e+19 1.882104901321170534e+19
7.250000000000000000e+01 9.241370683472307200e+16 2.313505478265961472e+18 5.738724166210259968e+18 2.490162857458616730e+19 3.323978154375918797e+19 1.878889375269748736e+19
7.300000000000000000e+01 9.241366489405313600e+16 2.313471298698648064e+18 5.737954374300628992e+18 2.488982144306871501e+19 3.321234852747990221e+19 1.875697773589966438e+19
7.350000000000000000e+01 9.241362295514948800e+16 2.313437130771067392e+18 5.737186173524282368e+18 2.487805632085343027e+19 3.318504880113945805e+19 1.872529787407636890e+19
7.400000000000000000e+01 9.241358101801192000e+16 2.313402974471254528e+18 5.736419554061472768e+18 2.486633284287903744e+19 3.315788095057856512e+19 1.869385113590048358e+19
7.450000000000000000e+01 9.241353908264036800e+16 2.313368829787265536e+18 5.735654506195440640e+18 2.485465064948504576e+19 3.313084358553061376e+19 1.866263454605456589e+19
7.500000000000000000e+01 9.241349714903464000e+16 2.313334696707176448e+18 5.734891020310887424e+18 2.484300938629745869e+19 3.310393533907018547e+19 1.863164518386866176e+19
7.550000000000000000e+01 9.241345521719464000e+16 2.313300575219080192e+18 5.734129086892491776e+18 2.483140870411762893e+19 3.307715486707764429e+19 1.860088018199949722e+19
7.600000000000000000e+01 9.241341328712024000e+16 2.313266465311093248e+18 5.733368696523447296e+18 2.481984825881418957e+19 3.305050084771932570e+19 1.857033672514946662e+19
7.650000000000000000e+01 9.241337135881128000e+16 2.313232366971348480e+18 5.732609839884028928e+18 2.480832771121787699e+19 3.302397198094268826e+19 1.854001204882397594e+19
7.700000000000000000e+01 9.241332943226764800e+16 2.313198280187998720e+18 5.731852507750182912e+18 2.479684672701928243e+19 3.299756698798599782e+19 1.850990343812585882e+19
7.750000000000000000e+01 9.241328750748916800e+16 2.313164204949218304e+18 5.731096690992148480e+18 2.478540497666922496e+19 3.297128461090199552e+19 1.848000822658536243e+19
7.800000000000000000e+01 9.241324558447576000e+16 2.313130141243198464e+18 5.730342380573106176e+18 2.477400213528190566e+19 3.294512361209497190e+19 1.845032379502462157e+19
7.850000000000000000e+01 9.241320366322728000e+16 2.313096089058149888e+18 5.729589567547831296e+18 2.476263788254052762e+19 3.291908277387097702e+19 1.842084757045526528e+19
7.900000000000000000e+01 9.241316174374352000e+16 2.313062048382305280e+18 5.728838243061416960e+18 2.475131190260545946e+19 3.289316089800056013e+19 1.839157702500808704e+19
7.950000000000000000e+01 9.241311982602444800e+16 2.313028019203912192e+18 5.728088398347960320e+18 2.474002388402479514e+19 3.286735680529366630e+19 1.836250967489355366e+19
8.000000000000000000e+01 9.241307791006988800e+16 2.312994001511240704e+18 5.727340024729330688e+18 2.472877351964721971e+19 3.284166933518633779e+19 1.833364307939221709e+19
8.050000000000000000e+01 9.241303599587969600e+16 2.312959995292580864e+18 5.726593113613918208e+18 2.471756050653718938e+19 3.281609734533870797e+19 1.830497483987385344e+19
8.100000000000000000e+01 9.241299408345374400e+16 2.312926000536237056e+18 5.725847656495425536e+18 2.470638454589214310e+19 3.279063971124401766e+19 1.827650259884446720e+19
8.150000000000000000e+01 9.241295217279188800e+16 2.312892017230537728e+18 5.725103644951673856e+18 2.469524534296204083e+19 3.276529532584817869e+19 1.824822403902013235e+19
8.200000000000000000e+01 9.241291026389403200e+16 2.312858045363829248e+18 5.724361070643441664e+18 2.468414260697073664e+19 3.274006309917977395e+19 1.822013688242679808e+19
8.250000000000000000e+01 9.241286835676000000e+16 2.312824084924474368e+18 5.723619925313303552e+18 2.467307605103950643e+19 3.271494195798974874e+19 1.819223888952515789e+19
