# PWV zflux iflux rflux
3.200000000000000000e+01 3.175592123010221261e+19 1.620667070116471194e+19 1.727497425790674944e+18
3.250000000000000000e+01 3.167046418803711181e+19 1.619308540958623744e+19 1.726917778571107840e+18
3.300000000000000000e+01 3.158603012709174067e+19 1.617959905815980442e+19 1.726340840276888576e+18
3.350000000000000000e+01 3.150259464033449165e+19 1.616620965770236928e+19 1.725766571622046976e+18
3.400000000000000000e+01 3.142013422524547891e+19 1.615291528784481280e+19 1.725194934303650304e+18
3.450000000000000000e+01 3.133862623790349517e+19 1.613971409367880294e+19 1.724625890967192832e+18
3.500000000000000000e+01 3.125804885010943181e+19 1.612660428261108531e+19 1.724059405173561600e+18
3.550000000000000000e+01 3.117838100921903514e+19 1.611358412140973056e+19 1.723495441367491072e+18
3.600000000000000000e+01 3.109960240047887974e+19 1.610065193342835507e+19 1.722933964847419904e+18
3.650000000000000000e+01 3.102169341167813837e+19 1.608780609599547597e+19 1.722374941736671488e+18
3.700000000000000000e+01 3.094463509994389914e+19 1.607504503795723674e+19 1.721818338955902720e+18
3.750000000000000000e+01 3.086840916052414054e+19 1.606236723736259379e+19 1.721264124196723712e+18
3.800000000000000000e+01 3.079299789741434061e+19 1.604977121928134861e+19 1.720712265896449024e+18
3.850000000000000000e+01 3.071838419569700454e+19 1.603725555374541414e+19 1.720162733213917952e+18
3.900000000000000000e+01 3.064455149547326669e+19 1.602481885380542054e+19 1.719615496006313472e+18
3.950000000000000000e+01 3.057148376727642522e+19 1.601245977369460736e+19 1.719070524806944256e+18
4.000000000000000000e+01 3.049916548886553805e+19 1.600017700709298176e+19 1.718527790803935744e+18
4.050000000000000000e+01 3.042758162330577306e+19 1.598796928548512563e+19 1.717987265819787264e+18
4.100000000000000000e+01 3.035671759824950067e+19 1.597583537660560589e+19 1.717448922291737344e+18
4.150000000000000000e+01 3.028655928633870336e+19 1.596377408296636621e+19 1.716912733252921600e+18
4.200000000000000000e+01 3.021709298665521152e+19 1.595178424046081024e+19 1.716378672314268416e+18
4.250000000000000000e+01 3.014830540715179622e+19 1.593986471703984538e+19 1.715846713647095808e+18
4.300000000000000000e+01 3.008018364800069222e+19 1.592801441145545728e+19 1.715316831966385152e+18
4.350000000000000000e+01 3.001271518580246938e+19 1.591623225206739968e+19 1.714789002514691584e+18
4.400000000000000000e+01 2.994588785860098458e+19 1.590451719570956288e+19 1.714263201046674432e+18
4.450000000000000000e+01 2.987968985165501235e+19 1.589286822661213798e+19 1.713739403814193152e+18
4.500000000000000000e+01 2.981410968392047821e+19 1.588128435537622835e+19 1.713217587551973888e+18
4.550000000000000000e+01 2.974913619520016794e+19 1.586976461799806771e+19 1.712697729463802112e+18
4.600000000000000000e+01 2.968475853392117760e+19 1.585830807493973811e+19 1.712179807209209088e+18
4.650000000000000000e+01 2.962096614550322790e+19 1.584691381024369664e+19 1.711663798890664192e+18
4.700000000000000000e+01 2.955774876128310067e+19 1.583558093068881715e+19 1.711149683041211136e+18
4.750000000000000000e+01 2.949509638796304384e+19 1.582430856498523750e+19 1.710637438612550400e+18
4.800000000000000000e+01 2.943299929755354726e+19 1.581309586300631450e+19 1.710127044963547904e+18
4.850000000000000000e+01 2.937144801778173542e+19 1.580194199505505690e+19 1.709618481849148416e+18
4.900000000000000000e+01 2.931043332294037504e+19 1.579084615116372173e+19 1.709111729409669120e+18
4.950000000000000000e+01 2.924994622515189350e+19 1.577980754042425958e+19 1.708606768160470272e+18
5.000000000000000000e+01 2.918997796602542899e+19 1.576882539034839040e+19 1.708103578981971712e+18
5.050000000000000000e+01 2.913052000868530995e+19 1.575789894625527808e+19 1.707602143110025984e+18
5.100000000000000000e+01 2.907156403015075430e+19 1.574702747068571853e+19 1.707102442126601728e+18
5.150000000000000000e+01 2.901310191404832358e+19 1.573621024284136858e+19 1.706604457950781184e+18
5.200000000000000000e+01 2.895512574363933082e+19 1.572544655804746342e+19 1.706108172830070272e+18
5.250000000000000000e+01 2.889762779514611712e+19 1.571473572723812147e+19 1.705613569331979520e+18
5.300000000000000000e+01 2.884060053136105882e+19 1.570407707646302822e+19 1.705120630335890944e+18
5.350000000000000000e+01 2.878403659552444006e+19 1.569346994641422131e+19 1.704629339025185280e+18
5.400000000000000000e+01 2.872792880545712947e+19 1.568291369197216768e+19 1.704139678879636736e+18
5.450000000000000000e+01 2.867227014793528934e+19 1.567240768177017037e+19 1.703651633668026112e+18
5.500000000000000000e+01 2.861705377329509581e+19 1.566195129777606861e+19 1.703165187441010944e+18
5.550000000000000000e+01 2.856227299025603379e+19 1.565154393489051648e+19 1.702680324524220160e+18
5.600000000000000000e+01 2.850792126095209677e+19 1.564118500056095130e+19 1.702197029511552768e+18
5.650000000000000000e+01 2.845399219616053658e+19 1.563087391441062298e+19 1.701715287258698496e+18
5.700000000000000000e+01 2.840047955071918490e+19 1.562061010788177306e+19 1.701235082876848128e+18
5.750000000000000000e+01 2.834737721912263066e+19 1.561039302389249638e+19 1.700756401726605824e+18
5.800000000000000000e+01 2.829467923128937677e+19 1.560022211650655642e+19 1.700279229412090368e+18
5.850000000000000000e+01 2.824237974849162035e+19 1.559009685061551923e+19 1.699803551775197952e+18
5.900000000000000000e+01 2.819047305944014848e+19 1.558001670163269632e+19 1.699329354890063104e+18
5.950000000000000000e+01 2.813895357651730432e+19 1.556998115519840461e+19 1.698856625057658368e+18
