# PWV zflux iflux rflux
2.600000000000000000e+01 1.760025050354136121e+21 2.602324267190565994e+21 2.597269651590166872e+21
2.650000000000000000e+01 1.755973545437364748e+21 2.600434584182722134e+21 2.596666883479753458e+21
2.700000000000000000e+01 1.751979649691933999e+21 2.598560909435285275e+21 2.596066987870427021e+21
2.750000000000000000e+01 1.748041714740718207e+21 2.596702859486541906e+21 2.595469919511401988e+21
2.800000000000000000e+01 1.744158165699633349e+21 2.594860066598261096e+21 2.594875634429853696e+21
2.850000000000000000e+01 1.740327496691823411e+21 2.593032177853383836e+21 2.594284089878442410e+21
2.900000000000000000e+01 1.736548266708047495e+21 2.591218854319399895e+21 2.593695244285708337e+21
2.950000000000000000e+01 1.732819095781170741e+21 2.589419770271701139e+21 2.593109057209161482e+21
3.000000000000000000e+01 1.729138661446120374e+21 2.587634612471707730e+21 2.592525489290870784e+21
3.050000000000000000e+01 1.725505695459677569e+21 2.585863079495145619e+21 2.591944502215364313e+21
3.100000000000000000e+01 1.721918980757195325e+21 2.584104881106243813e+21 2.591366058669718897e+21
3.150000000000000000e+01 1.718377348625625514e+21 2.582359737674134716e+21 2.590790122305654620e+21
3.200000000000000000e+01 1.714879676074354278e+21 2.580627379627965809e+21 2.590216657703531446e+21
3.250000000000000000e+01 1.711424883387198865e+21 2.578907546947678110e+21 2.589645630338127888e+21
3.300000000000000000e+01 1.708011931840494698e+21 2.577199988687624471e+21 2.589077006546071192e+21
3.350000000000000000e+01 1.704639821573738725e+21 2.575504462530472837e+21 2.588510753494830940e+21
3.400000000000000000e+01 1.701307589600455688e+21 2.573820734369077658e+21 2.587946839153181721e+21
3.450000000000000000e+01 1.698014307948181062e+21 2.572148577914216514e+21 2.587385232263038894e+21
3.500000000000000000e+01 1.694759081917446881e+21 2.570487774326249488e+21 2.586825902312595653e+21
3.550000000000000000e+01 1.691541048450576286e+21 2.568838111868952773e+21 2.586268819510683763e+21
3.600000000000000000e+01 1.688359374601942729e+21 2.567199385583894921e+21 2.585713954762283024e+21
3.650000000000000000e+01 1.685213256102077530e+21 2.565571396983940186e+21 2.585161279645103423e+21
3.700000000000000000e+01 1.682101916008660074e+21 2.563953953764437131e+21 2.584610766387247317e+21
3.750000000000000000e+01 1.679024603438059356e+21 2.562346869530942243e+21 2.584062387845753995e+21
3.800000000000000000e+01 1.675980592371605963e+21 2.560749963542289973e+21 2.583516117486163984e+21
3.850000000000000000e+01 1.672969180531279528e+21 2.559163060467973226e+21 2.582971929362864013e+21
3.900000000000000000e+01 1.669989688319950455e+21 2.557585990158874837e+21 2.582429798100320125e+21
3.950000000000000000e+01 1.667041457821659955e+21 2.556018587430466617e+21 2.581889698875043742e+21
4.000000000000000000e+01 1.664123851857869406e+21 2.554460691857634492e+21 2.581351607398336299e+21
4.050000000000000000e+01 1.661236253095852769e+21 2.552912147580407775e+21 2.580815499899710734e+21
4.100000000000000000e+01 1.658378063205786452e+21 2.551372803119859630e+21 2.580281353110985638e+21
4.150000000000000000e+01 1.655548702063280521e+21 2.549842511203554820e+21 2.579749144251026899e+21
4.200000000000000000e+01 1.652747606994425479e+21 2.548321128599939187e+21 2.579218851011071836e+21
4.250000000000000000e+01 1.649974232060583215e+21 2.546808515961109348e+21 2.578690451540652589e+21
4.300000000000000000e+01 1.647228047380407910e+21 2.545304537673454060e+21 2.578163924434023875e+21
4.350000000000000000e+01 1.644508538486745727e+21 2.543809061715697467e+21 2.577639248717160645e+21
4.400000000000000000e+01 1.641815205716239581e+21 2.542321959523876602e+21 2.577116403835218690e+21
4.450000000000000000e+01 1.639147563629641466e+21 2.540843105862870368e+21 2.576595369640464482e+21
4.500000000000000000e+01 1.636505140460934398e+21 2.539372378704074244e+21 2.576076126380693127e+21
4.550000000000000000e+01 1.633887477593545376e+21 2.537909659108858921e+21 2.575558654688017514e+21
4.600000000000000000e+01 1.631294129062064685e+21 2.536454831117510377e+21 2.575042935568120414e+21
4.650000000000000000e+01 1.628724661077895807e+21 2.535007781643305353e+21 2.574528950389868855e+21
4.700000000000000000e+01 1.626178651577530450e+21 2.533568400371440157e+21 2.574016680875307041e+21
4.750000000000000000e+01 1.623655689792069042e+21 2.532136579662574256e+21 2.573506109090027799e+21
4.800000000000000000e+01 1.621155375836828271e+21 2.530712214460684567e+21 2.572997217433840779e+21
4.850000000000000000e+01 1.618677320319863882e+21 2.529295202205003416e+21 2.572489988631819190e+21
4.900000000000000000e+01 1.616221143968369869e+21 2.527885442745895485e+21 2.571984405725625975e+21
4.950000000000000000e+01 1.613786477271978344e+21 2.526482838264314593e+21 2.571480452065144603e+21
5.000000000000000000e+01 1.611372960141990167e+21 2.525087293194810425e+21 2.570978111300416569e+21
5.050000000000000000e+01 1.608980241585732583e+21 2.523698714151782187e+21 2.570477367373821116e+21
5.100000000000000000e+01 1.606607979395172794e+21 2.522317009858862776e+21 2.569978204512550126e+21
5.150000000000000000e+01 1.604255839849081995e+21 2.520942091081265185e+21 2.569480607221307933e+21
5.200000000000000000e+01 1.601923497427991790e+21 2.519573870560929645e+21 2.568984560275282199e+21
5.250000000000000000e+01 1.599610634541310411e+21 2.518212262954340450e+21 2.568490048713320301e+21
5.300000000000000000e+01 1.597316941265944707e+21 2.516857184772869325e+21 2.567997057831342703e+21
5.350000000000000000e+01 1.595042115095866900e+21 2.515508554325526839e+21 2.567505573175974429e+21
5.400000000000000000e+01 1.592785860702035509e+21 2.514166291664007594e+21 2.567015580538356892e+21
5.450000000000000000e+01 1.590547889702191497e+21 2.512830318529884979e+21 2.566527065948203516e+21
5.500000000000000000e+01 1.588327920440000905e+21 2.511500558303919866e+21 2.566040015667986432e+21
5.550000000000000000e+01 1.586125677773108019e+21 2.510176935957292909e+21 2.565554416187364868e+21
5.600000000000000000e+01 1.583940892869651595e+21 2.508859378004750500e+21 2.565070254217734652e+21
5.650000000000000000e+01 1.581773303012844110e+21 2.507547812459509711e+21 2.564587516686996341e+21
5.700000000000000000e+01 1.579622651413212692e+21 2.506242168789897052e+21 2.564106190734435025e+21
5.750000000000000000e+01 1.577488687028148371e+21 2.504942377877599420e+21 2.563626263705806176e+21
5.800000000000000000e+01 1.575371164388422058e+21 2.503648371977453830e+21 2.563147723148522160e+21
5.850000000000000000e+01 1.573269843431318618e+21 2.502360084678749192e+21 2.562670556807039549e+21
5.900000000000000000e+01 1.571184489340124791e+21 2.501077450867904872e+21 2.562194752618326131e+21
5.950000000000000000e+01 1.569114872389623611e+21 2.499800406692549100e+21 2.561720298707511411e+21
