# PWV zflux iflux rflux
1.950000000000000000e+01 3.010545412695889805e+21 4.667933216267475878e+21 5.191331744878538260e+21
2.000000000000000000e+01 3.002315016132066017e+21 4.664116485758220501e+21 5.190073312120379802e+21
2.050000000000000000e+01 2.994230919097570820e+21 4.660340822680297013e+21 5.188821796990697341e+21
2.100000000000000000e+01 2.986287738592342573e+21 4.656604949821878436e+21 5.187577069830015025e+21
2.150000000000000000e+01 2.978480402914556772e+21 4.652907657329731174e+21 5.186339005432884888e+21
2.200000000000000000e+01 2.970804127094908387e+21 4.649247797784612438e+21 5.185107482816600343e+21
2.250000000000000000e+01 2.963254390765811401e+21 4.645624281731921609e+21 5.183882385006784414e+21
2.300000000000000000e+01 2.955826918177298711e+21 4.642036073616939942e+21 5.182663598838212723e+21
2.350000000000000000e+01 2.948517660111039103e+21 4.638482188080604250e+21 5.181451014769551081e+21
2.400000000000000000e+01 2.941322777476981064e+21 4.634961686577333928e+21 5.180244526710527099e+21
2.450000000000000000e+01 2.934238626405490360e+21 4.631473674281233678e+21 5.179044031860557480e+21
2.500000000000000000e+01 2.927261744671898993e+21 4.628017297251042853e+21 5.177849430557758325e+21
2.550000000000000000e+01 2.920388839310956167e+21 4.624591739827860799e+21 5.176660626137504809e+21
2.600000000000000000e+01 2.913616775296242942e+21 4.621196222242608906e+21 5.175477524799656296e+21
2.650000000000000000e+01 2.906942565174945513e+21 4.617829998412910035e+21 5.174300035483884847e+21
2.700000000000000000e+01 2.900363359561289564e+21 4.614492353911312613e+21 5.173128069752279794e+21
2.750000000000000000e+01 2.893876438403349217e+21 4.611182604088910545e+21 5.171961541678813151e+21
2.800000000000000000e+01 2.887479202947775594e+21 4.607900092339959890e+21 5.170800367745133183e+21
2.850000000000000000e+01 2.881169168335484486e+21 4.604644188494815560e+21 5.169644466742081094e+21
2.900000000000000000e+01 2.874943956768827376e+21 4.601414287329745961e+21 5.168493759676703310e+21
2.950000000000000000e+01 2.868801291197227729e+21 4.598209807183408792e+21 5.167348169684238205e+21
3.000000000000000000e+01 2.862738989474050998e+21 4.595030188670797742e+21 5.166207621944784716e+21
3.050000000000000000e+01 2.856754958942386258e+21 4.591874893486400995e+21 5.165072043604291092e+21
3.100000000000000000e+01 2.850847191411891110e+21 4.588743403289115099e+21 5.163941363699662455e+21
3.150000000000000000e+01 2.845013758492718662e+21 4.585635218662207521e+21 5.162815513087567725e+21
3.200000000000000000e+01 2.839252807255945380e+21 4.582549858142227792e+21 5.161694424376909234e+21
3.250000000000000000e+01 2.833562556193043382e+21 4.579486857311387386e+21 5.160578031864484200e+21
3.300000000000000000e+01 2.827941291449518653e+21 4.576445767948390367e+21 5.159466271473876861e+21
3.350000000000000000e+01 2.822387363310333329e+21 4.573426157233188635e+21 5.158359080697178620e+21
3.400000000000000000e+01 2.816899182916811096e+21 4.570427607001553437e+21 5.157256398539507892e+21
3.450000000000000000e+01 2.811475219196678767e+21 4.567449713045651063e+21 5.156158165466111541e+21
3.500000000000000000e+01 2.806113995990495134e+21 4.564492084457291907e+21 5.155064323351865459e+21
3.550000000000000000e+01 2.800814089359354495e+21 4.561554343010584494e+21 5.153974815433070477e+21
3.600000000000000000e+01 2.795574125060084990e+21 4.558636122581288092e+21 5.152889586261441905e+21
3.650000000000000000e+01 2.790392776175306408e+21 4.555737068600086757e+21 5.151808581660097642e+21
3.700000000000000000e+01 2.785268760886929523e+21 4.552856837537524089e+21 5.150731748681492464e+21
3.750000000000000000e+01 2.780200840382597562e+21 4.549995096418288665e+21 5.149659035567177859e+21
3.800000000000000000e+01 2.775187816885466431e+21 4.547151522362877805e+21 5.148590391709234364e+21
3.850000000000000000e+01 2.770228531798595863e+21 4.544325802154761126e+21 5.147525767613421453e+21
3.900000000000000000e+01 2.765321863955824509e+21 4.541517631831338910e+21 5.146465114863787049e+21
3.950000000000000000e+01 2.760466727971790520e+21 4.538726716297079423e+21 5.145408386088784888e+21
4.000000000000000000e+01 2.755662072684316459e+21 4.535952768957453697e+21 5.144355534928777052e+21
4.050000000000000000e+01 2.750906879682857665e+21 4.533195511372208144e+21 5.143306516004836737e+21
4.100000000000000000e+01 2.746200161917312958e+21 4.530454672926858281e+21 5.142261284888834474e+21
4.150000000000000000e+01 2.741540962381856768e+21 4.527729990521133728e+21 5.141219798074668351e+21
4.200000000000000000e+01 2.736928352868918886e+21 4.525021208273403511e+21 5.140182012950664446e+21
4.250000000000000000e+01 2.732361432788773634e+21 4.522328077240015782e+21 5.139147887773061480e+21
4.300000000000000000e+01 2.727839328050592350e+21 4.519650355148703138e+21 5.138117381640449688e+21
4.350000000000000000e+01 2.723361190001023910e+21 4.516987806145151762e+21 5.137090454469273977e+21
4.400000000000000000e+01 2.718926194416792633e+21 4.514340200551962640e+21 5.136067066970227343e+21
4.450000000000000000e+01 2.714533540547938222e+21 4.511707314639278178e+21 5.135047180625500963e+21
4.500000000000000000e+01 2.710182450208640598e+21 4.509088930406376407e+21 5.134030757666947596e+21
4.550000000000000000e+01 2.705872166912753926e+21 4.506484835373603619e+21 5.133017761054978998e+21
4.600000000000000000e+01 2.701601955051384865e+21 4.503894822384025207e+21 5.132008154458290651e+21
4.650000000000000000e+01 2.697371099110061900e+21 4.501318689414300303e+21 5.131001902234286948e+21
4.700000000000000000e+01 2.693178902923140661e+21 4.498756239394193539e+21 5.129998969410231992e+21
4.750000000000000000e+01 2.689024688963363799e+21 4.496207280034291909e+21 5.128999321665049461e+21
4.800000000000000000e+01 2.684907797664504480e+21 4.493671623661434438e+21 5.128002925311792513e+21
4.850000000000000000e+01 2.680827586775277896e+21 4.491149087061476639e+21 5.127009747280696705e+21
4.900000000000000000e+01 2.676783430742729294e+21 4.488639491328960365e+21 5.126019755102840029e+21
4.950000000000000000e+01 2.672774720123524088e+21 4.486142661723309474e+21 5.125032916894377574e+21
5.000000000000000000e+01 2.668800861021529440e+21 4.483658427531274486e+21 5.124049201341284745e+21
5.050000000000000000e+01 2.664861274550354051e+21 4.481186621935181627e+21 5.123068577684640498e+21
5.100000000000000000e+01 2.660955396319447876e+21 4.478727081886810636e+21 5.122091015706390823e+21
5.150000000000000000e+01 2.657082675942504006e+21 4.476279647986514919e+21 5.121116485715620790e+21
5.200000000000000000e+01 2.653242576567056466e+21 4.473844164367355478e+21 5.120144958535210369e+21
5.250000000000000000e+01 2.649434574424059150e+21 4.471420478584023679e+21 5.119176405489011393e+21
5.300000000000000000e+01 2.645658158396547269e+21 4.469008441506225193e+21 5.118210798389397815e+21
5.350000000000000000e+01 2.641912829606261948e+21 4.466607907216416047e+21 5.117248109525209186e+21
5.400000000000000000e+01 2.638198101017459425e+21 4.464218732911590900e+21 5.116288311650113552e+21
5.450000000000000000e+01 2.634513497056941703e+21 4.461840778808943182e+21 5.115331377971331072e+21
5.500000000000000000e+01 2.630858553249566294e+21 4.459473908055269179e+21 5.114377282138675347e+21
5.550000000000000000e+01 2.627232815868438118e+21 4.457117986639837659e+21 5.113425998234022576e+21
5.600000000000000000e+01 2.623635841599074206e+21 4.454772883310635385e+21 5.112477500761003000e+21
5.650000000000000000e+01 2.620067197216871154e+21 4.452438469493823898e+21 5.111531764635113882e+21
5.700000000000000000e+01 2.616526459277223657e+21 4.450114619216198369e+21 5.110588765174061072e+21
5.750000000000000000e+01 2.613013213817721061e+21 4.447801209030599246e+21 5.109648478088430879e+21
5.800000000000000000e+01 2.609527056071791739e+21 4.445498117944052285e+21 5.108710879472651338e+21
5.850000000000000000e+01 2.606067590193343889e+21 4.443205227348599767e+21 5.107775945796184179e+21
5.900000000000000000e+01 2.602634428991820268e+21 4.440922420954602144e+21 5.106843653895012483e+21
5.950000000000000000e+01 2.599227193677228016e+21 4.438649584726500704e+21 5.105913980963396780e+21
